movie,score,timestamp
633dc3b4f611a788116b43d8,1.5069444444444444,2022-11-19 08:28:31.272555+00:00
633dd3e4f611a788116b43e7,1.125,2022-11-19 08:28:31.272555+00:00
633dc52cf611a788116b43dc,1.015625,2022-11-19 08:28:31.272555+00:00
6354ec56c834f95698ef02cd,0.140625,2022-11-19 08:28:31.272555+00:00
6354ebb6c834f95698ef02ca,0.0,2022-11-19 08:28:31.272555+00:00
