movie,633dc3b4f611a788116b43d8,633dc52cf611a788116b43dc,633dd3e4f611a788116b43e7,6354ebb6c834f95698ef02ca,6354ec56c834f95698ef02cd
633dc3b4f611a788116b43d8,1.0,0.15187229019027843,-0.6715462212314443,-0.7682212795973759,0.7682212795973759
633dc52cf611a788116b43dc,0.15187229019027843,1.0,-0.8274179400790881,-0.6469966392206306,0.6469966392206306
633dd3e4f611a788116b43e7,-0.6715462212314443,-0.8274179400790881,1.0,0.8741572761215377,-0.8741572761215377
6354ebb6c834f95698ef02ca,-0.7682212795973759,-0.6469966392206306,0.8741572761215377,1.0,-1.0
6354ec56c834f95698ef02cd,0.7682212795973759,0.6469966392206306,-0.8741572761215377,-1.0,1.0
